"","TCGA-ES-A2HS-01","TCGA-GJ-A3OU-01","TCGA-UB-A7MF-01","TCGA-DD-A4NO-01","TCGA-DD-AAD5-01","TCGA-2Y-A9H6-01","TCGA-CC-A9FS-01","TCGA-DD-A115-01","TCGA-DD-AADM-01","TCGA-BC-A3KG-01","TCGA-RC-A7S9-01","TCGA-DD-AADF-01","TCGA-EP-A3RK-01","TCGA-DD-AAEG-01","TCGA-CC-A8HS-01","TCGA-G3-AAUZ-01","TCGA-DD-AAW0-01","TCGA-5R-AA1C-01","TCGA-CC-A9FV-01","TCGA-DD-AAE1-01","TCGA-G3-A3CH-01","TCGA-CC-A1HT-01","TCGA-DD-AAE0-01","TCGA-CC-A7IJ-01","TCGA-DD-AADG-01","TCGA-DD-AADN-01","TCGA-G3-A3CI-01","TCGA-RC-A6M4-01","TCGA-WX-AA44-01","TCGA-G3-A3CK-01","TCGA-DD-AADL-01","TCGA-FV-A4ZQ-01","TCGA-DD-AACO-01","TCGA-DD-A4NE-01","TCGA-G3-A25U-01","TCGA-2Y-A9HB-01","TCGA-DD-AAVW-01","TCGA-DD-A4NV-01","TCGA-DD-A3A7-01","TCGA-CC-A5UE-01","TCGA-DD-AADO-01","TCGA-LG-A6GG-01","TCGA-EP-A12J-01","TCGA-BW-A5NQ-01","TCGA-BC-A3KF-01","TCGA-UB-A7MB-01","TCGA-DD-A4NJ-01","TCGA-DD-AADQ-01","TCGA-EP-A26S-01","TCGA-DD-AADR-01","TCGA-DD-A1EH-01","TCGA-DD-A1EE-01","TCGA-DD-AAE6-01","TCGA-WX-AA47-01","TCGA-DD-A3A3-01","TCGA-CC-5261-01","TCGA-DD-AAE9-01","TCGA-RG-A7D4-01","TCGA-ED-A8O5-01","TCGA-ED-A5KG-01","TCGA-MI-A75C-01","TCGA-DD-AAW1-01","TCGA-DD-A1EI-01","TCGA-DD-A1EJ-01","TCGA-DD-AAD0-01","TCGA-DD-AAEE-01","TCGA-DD-AAD8-01","TCGA-DD-A4NS-01","TCGA-DD-A39V-01","TCGA-G3-A25T-01","TCGA-CC-A8HT-01","TCGA-CC-A5UC-01","TCGA-2Y-A9GV-01","TCGA-BC-A10Z-01","TCGA-FV-A4ZP-01","TCGA-DD-AACK-01","TCGA-YA-A8S7-01","TCGA-CC-A7II-01","TCGA-DD-AACS-01","TCGA-DD-AADY-01","TCGA-G3-A5SM-01","TCGA-CC-A7IE-01","TCGA-DD-A4NP-01","TCGA-DD-AACH-01","TCGA-2Y-A9H8-01","TCGA-FV-A495-01","TCGA-RC-A7SH-01","TCGA-K7-A5RF-01","TCGA-3K-AAZ8-01","TCGA-DD-AAE3-01","TCGA-DD-AAVY-01","TCGA-DD-AADC-01","TCGA-BC-A217-01","TCGA-ZP-A9D2-01","TCGA-DD-AAEH-01","TCGA-DD-AACA-01","TCGA-DD-AADJ-01","TCGA-ED-A459-01","TCGA-DD-AAVV-01","TCGA-DD-AAVU-01","TCGA-G3-A3CH-11","TCGA-FV-A3R2-11","TCGA-DD-A3A2-11","TCGA-BC-A10T-11","TCGA-DD-A3A6-11","TCGA-FV-A2QR-11","TCGA-DD-A1EG-11","TCGA-DD-A39X-11","TCGA-DD-A119-11","TCGA-EP-A3RK-11","TCGA-DD-A11B-11","TCGA-BC-A10Y-11","TCGA-FV-A3I1-11","TCGA-DD-A11A-11","TCGA-DD-A116-11","TCGA-EP-A12J-11","TCGA-BD-A2L6-11","TCGA-DD-A114-11","TCGA-DD-A39Z-11","TCGA-BC-A10X-11","TCGA-DD-A11D-11","TCGA-DD-A118-11","TCGA-DD-A1EE-11","TCGA-DD-A1EB-11","TCGA-BC-A10W-11","TCGA-BC-A10R-11","TCGA-DD-A1EI-11","TCGA-DD-A113-11","TCGA-DD-A1EJ-11","TCGA-DD-A11C-11","TCGA-BC-A10Q-11","TCGA-DD-A39W-11","TCGA-BD-A3EP-11","TCGA-ES-A2HT-11","TCGA-BC-A216-11","TCGA-DD-A3A4-11","TCGA-DD-A3A5-11","TCGA-DD-A1EH-11","TCGA-DD-A1EC-11","TCGA-EP-A26S-11","TCGA-DD-A3A3-11","TCGA-BC-A10U-11","TCGA-BC-A110-11","TCGA-DD-A39V-11","TCGA-DD-A3A8-11","TCGA-DD-A1EL-11","TCGA-DD-A3A1-11","TCGA-FV-A23B-11","TCGA-BC-A10Z-11","TCGA-FV-A3I0-11"
"COX7B2",0,0,0,0,2.8305,0,0,3.2661,1.726,9.8514,0,9.8039,8.605,0,0,8.7475,0,8.5334,0,8.3739,0,6.3587,0,0,8.742,8.5307,0,0,0,1.2132,8.5336,0,0,0,4.9235,5.1059,0,2.7655,0,3.9911,0,4.4852,0,8.1168,1.1212,0,6.5999,1.3792,8.2707,2.6124,0,0,5.6219,0,0,0,7.2661,9.029,0,0,0.7471,0,0,8.8745,0.6616,1.0534,7.5962,5.9158,8.891,0,9.7479,0,0,8.6686,0,9.5186,5.0825,6.1311,0,0.9438,5.2185,0,0,0,0,9.6068,0,1.3408,0,5.2093,0,0,9.5867,4.5584,0,7.9541,8.9866,0,0.7416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7685,0,0
"IP6K3",1.4434,7.9346,1.2745,0,7.5621,5.2163,1.1982,1.3603,3.2423,9.4649,7.8777,1.8302,7.081,6.6412,6.1395,1.506,8.0199,1.7235,6.9473,8.2644,2.7452,7.2936,3.9359,2.5456,8.9636,7.096,10.5225,1.0619,9.2391,0.5256,4.9036,4.6749,5.5484,9.571,10.9559,1.1337,3.3434,10.1508,0,1.8722,6.4669,2.3049,0.6483,0,10.1895,11.4462,5.5792,10.4369,0,2.1408,5.3143,0.8427,3.9859,6.5319,0,5.9858,8.1849,4.8954,1.0573,5.1205,3.2956,4.4583,8.1375,4.6663,4.7646,0.6208,9.1476,4.7994,1.5279,4.3586,8.413,5.5372,10.9817,7.268,0.931,5.8149,10.9324,0,0,0.9438,5.0256,2.8835,0,1.504,7.8292,3.9235,6.8305,3.3501,0.6451,1.0874,3.7273,0.868,1.3207,6.5117,0,0,9.5696,10.5419,8.335,0.7971,5.1164,3.422,1.7639,7.9845,5.8965,6.1765,6.1352,4.755,10.0894,3.5721,7.9505,2.6643,6.4294,9.2243,3.8863,6.5537,5.1309,7.5839,8.3098,9.5867,8.4088,6.2823,8.7382,8.2131,7.5302,10.6195,3.3649,8.6416,6.6404,7.5657,10.4324,8.0517,5.5804,6.5835,9.9966,5.5809,9.0529,5.9362,8.4339,3.1041,4.7135,7.0256,10.4681,9.808,10.6278,7.3383,6.391,3.6585,6.1376,9.3771
"HPD",16.1688,12.7421,11.8996,14.8468,5.216,15.174,15.5497,12.392,15.5422,3.9245,8.5466,13.7154,15.3393,15.7608,8.1561,16.8809,14.5475,15.6498,2.4682,12.2367,15.1442,6.0693,9.523,5.0022,16.465,10.6875,13.1725,16.5774,9.3728,16.835,13.7516,10.1679,13.7374,12.7898,15.3415,14.3726,14.0345,14.9526,13.4298,11.7162,12.5345,12.9976,15.508,10.8229,15.3463,12.2866,14.2852,15.1668,15.8695,15.7784,11.4369,16.1357,14.9771,18.4384,17.6411,8.8654,15.5176,10.0718,5.0632,2.9176,17.0636,16.9507,11.9353,11.3005,16.3015,15.8907,13.5472,13.9463,11.8487,11.6042,11.6761,12.7399,14.2592,14.4358,8.5594,15.6093,11.1057,1.887,11.3109,5.2103,15.7133,12.6497,16.4604,10.1713,13.9665,14.1692,8.1817,15.4989,15.3176,16.7562,16.1491,9.1825,8.6437,9.7239,16.5887,15.0686,13.7001,12.2999,10.841,15.0848,16.3001,15.782,15.9608,15.3979,16.4787,15.3299,16.0185,15.6204,16.2487,15.6884,15.8412,15.0527,15.777,14.871,17.0394,15.5242,14.6061,15.3865,15.6392,15.5049,15.7074,15.9486,15.4586,15.5098,16.1084,15.4245,16.1461,15.5229,14.9842,15.5554,16.0518,16.1623,15.2687,15.3033,15.9834,15.2796,15.8101,15.9538,15.0172,16.1682,15.5181,15.4735,15.6605,15.2519,16.3125,16.2416,16.0705,15.9674,14.8814,16.2217
"TINAG",0,2.7053,0.5588,7.4856,7.4062,0,1.5567,5.1806,9.797,2.614,10.278,1.8302,8.0071,0,0,0.9413,0,0,0,0,0,5.9792,0,0.4887,0,10.8723,0,0,8.9977,0.91,1.5193,0,7.829,1.7324,0,1.9948,9.4583,0.5688,8.8566,7.708,0,5.9498,0,7.5181,0.477,0,2.7123,0,0,9.2418,0,7.9665,0.6947,0,4.2428,0.7531,0,1.3074,1.8886,0.5891,8.4189,0,1.6009,0.7229,0,1.0534,10.9317,0.6006,0,3.1384,9.2921,9.3211,0,7.3389,9.5276,9.8772,8.6928,0,1.3419,0,7.7327,8.724,0.6136,7.0456,0,5.8305,0,0.8208,0,0,0,0.868,0.5843,2.2138,6.461,0,4.5649,2.3185,0.7416,7.3706,0,0,0,1.0917,0,0,0.9533,0,0,0,1.2169,0,0,0,0,0,0,1.1657,0,0,0,0,0,0,0,0,0,1.0154,0,0,1.5697,0,0,1.1484,0.9527,0,0,0,0,0,0,0.8585,0,1.0109,0,1.4165,0,4.5613,0,0
"CXCL6",3.2628,9.8961,0,7.0552,11.4935,0.7977,1.1982,5.9572,5.4622,0.8383,0,0,4.2214,5.5486,4.1474,5.0534,6.477,2.4866,0,0,8.2747,12.8152,6.3509,6.1693,0,0,4.8721,1.6669,9.3745,0.5256,6.9401,0.6062,1.207,4.9086,0,0.6755,3.0069,6.9904,0,7.1662,2.4375,2.1304,0,0,2.6072,5.3168,5.2287,5.9129,0,8.7069,5.467,0.8427,0,0,1.0391,7.9725,7.9138,0.797,0,4.6265,1.2369,3.5597,9.4036,0,0,3.2635,0,9.2845,5.375,9.127,10.1444,8.3252,4.1635,0,5.5054,3.1957,6.9115,6.986,7.8388,0,6.3712,5.8879,2.0637,5.9619,0,7.8414,4.9521,8.2173,0,0,1.0146,5.9555,4.2076,10.6396,5.0556,0,1.0562,8.8172,6.8145,2.4398,6.9974,9.0626,6.0552,7.2852,6.8311,10.6181,8.5164,4.5415,7.2024,5.5469,8.7924,6.9341,6.1942,7.8367,6.0769,7.1844,8.589,7.6479,6.9596,7.6502,7.6665,7.6912,8.8772,6.0232,8.1259,7.3613,6.9456,8.2593,6.9676,6.2423,7.1371,4.7179,7.9215,6.8037,7.5263,6.4134,5.8397,6.5546,6.162,5.5883,5.8526,9.1284,5.8627,7.4893,6.479,7.7903,8.2665,8.3254,10.4946,7.4502
"PITX1",0,7.3867,9.0913,2.8243,9.0255,7.5754,5.9951,6.38,5.1855,4.776,9.5654,0.8891,2.143,8.214,9.5033,2.4857,0,0,6.025,2.2868,5.98,7.5675,9.0399,9.8005,0,8.2158,1.902,3.3569,8.151,3.6354,2.2428,8.8504,6.827,6.3526,0,4.8612,7.297,0.9758,7.762,2.3944,0,1.0882,4.76,7.4196,4.4177,1.5224,0,4.9366,0.5265,4.9062,5.3288,7.2266,0,3.9886,4.4658,8.7252,2.137,6.1952,2.7962,5.7263,2.3422,3.6994,4.6435,3.3372,0.6616,7.7944,0,0.6006,9.0038,7.1134,8.5274,1.8173,0.8844,0,9.7459,0,9.6634,9.7818,3.5539,0,3.5692,7.3263,0,10.4881,6.3745,2.5171,9.1275,1.3408,0.6451,0,0,5.156,0.5843,8.2101,0.8532,8.1146,4.7499,6.9214,8.8706,4.4365,0,3.9614,0,1.7059,1.2801,0.7535,2.5063,0.8015,0,0,0,1.7173,1.5119,0,4.5674,1.0839,0,0,1.0146,1.162,0,0,1.7374,3.7595,1.4427,1.2505,0,0,1.9342,0,3.4386,0.8029,0,0,4.7651,0,0,0,0,0,0,1.7822,0,0,0,1.0793,0,1.1966,0,0
"KRT7",7.2098,9.6531,6.111,8.0298,8.7204,6.1069,4.4828,9.2581,9.4661,3.7664,7.9426,2.7999,5.2046,8.4318,3.5817,8.9301,11.6483,1.7235,1.1987,0,9.0661,10.5178,12.3957,5.205,3.0516,2.0308,2.6948,4.8984,10.2048,2.1751,10.0496,0.6062,9.5969,10.1865,4.1909,6.11,9.8883,8.3349,8.0311,7.549,3.9198,1.4272,11.2749,1.553,9.0205,5.8256,9.3068,3.171,7.3686,2.8007,8.5135,4.4869,1.5138,14.4484,6.0983,11.2084,1.0927,6.3203,3.1872,9.1984,6.0619,2.3776,8.1038,0.9824,2.7694,8.0114,11.3587,12.2959,4.0063,15.3584,6.7297,10.8918,7.3822,12.5986,7.2603,2.9227,7.4472,9.4667,5.0208,5.6689,7.2394,7.5268,2.9802,6.3733,7.2173,12.6041,11.2353,10.9767,5.4728,4.5544,10.6647,8.4444,13.2629,12.5874,3.7973,1.4554,4.1915,6.741,8.3499,9.3461,9.3868,10.994,9.2212,10.2599,10.4741,13.488,11.2146,7.5733,9.2213,9.4631,11.1229,9.3138,7.8494,8.6247,9.6096,9.9346,10.5252,10.023,9.2434,9.8199,9.1832,8.0921,10.4003,9.2904,10.5149,10.1277,9.22,9.366,8.761,8.0637,9.6389,8.9196,10.0095,11.2867,8.6421,9.1057,9.0203,9.4158,8.3957,8.9488,9.5501,12.2399,9.5121,9.0358,9.9749,10.1244,10.5277,10.4374,12.9234,10.8239
"NQO1",7.9174,13.8064,6.5791,14.3787,15.6505,7.5586,6.6811,7.7893,15.0364,5.4577,7.9105,6.1469,10.0633,14.2843,9.2754,7.3483,11.9782,14.3929,8.3407,6.5563,7.5448,13.1841,12.4256,13.7775,6.7045,15.8606,6.9022,5.2053,13.4578,6.467,6.1778,8.5583,14.3926,6.9555,7.0715,10.8761,7.6196,7.3045,15.3089,12.9945,11.26,6.2671,4.5663,7.0289,7.3047,6.8484,5.8999,12.1485,7.2316,9.5998,12.2067,13.2269,5.4074,11.889,13.885,10.8346,6.5873,5.9068,7.4912,7.0066,15.0695,6.7985,7.3935,3.6303,5.2347,7.3185,6.8942,10.4771,15.8822,8.7139,13.287,14.0049,7.2115,6.5238,15.5224,5.8744,15.4069,5.678,13.078,13.6861,8.0241,12.784,5.3301,14.4598,6.1055,8.1954,11.6441,8.645,10.1082,8.1057,13.9719,6.3108,12.0195,10.7208,11.8659,7.4674,14.3514,12.0291,13.6159,5.8529,8.3813,5.6321,5.1434,5.6335,6.0599,5.9229,8.3972,6.8873,5.3749,5.1642,6.6487,6.3684,6.8324,2.7837,6.86,5.0159,6.7237,9.5759,8.5408,5.8093,6.7579,4.9879,7.5793,6.8564,7.266,4.4839,5.7766,9.2832,7.0981,4.7261,6.7587,5.1993,6.3747,11.4054,7.3719,7.2893,5.5053,7.2607,4.9717,5.8194,6.3384,8.2724,3.8537,6.4478,7.2571,7.1476,10.0804,7.8435,6.8663,6.2264
"LGR5",0,5.178,0,2.8243,0.594,4.2822,0,1.3603,2.0277,0,1.4862,0.8891,8.56,2.8432,4.9923,0,3.4142,9.5843,0,9.1532,0,2.4162,6.0161,1.3857,9.8393,3.3589,0,10.3915,4.0574,10.5614,1.263,10.0668,3.5196,1.112,0,6.7372,6.3811,6.1416,1.6652,1.6456,4.8271,1.9318,11.8028,10.3479,2.8616,0,0,3.0367,11.1075,0,9.1939,11.218,1.7966,9.6494,8.7911,2.354,9.0093,8.3724,10.5533,7.52,7.6176,11.7611,5.0321,10.7486,10.501,9.7112,0,10.1748,6.8212,3.2078,6.0264,9.0664,0,0.5174,1.4922,10.104,3.1849,6.7747,0,0,4.4399,8.4752,10.2422,3.9376,1.2288,3.1496,4.1865,3.8871,4.5228,5.1647,9.8823,10.3703,0.999,2.6912,6.0514,11.2544,7.395,0.6505,5.721,0.7971,6.2878,4.9526,5.9094,5.6335,5.6314,5.9065,5.2295,7.6285,6.8461,5.2074,5.3482,6.0901,6.9666,6.767,6.6313,5.2462,3.0117,5.3934,4.3496,5.0522,6.7469,6.3466,5.3872,6.2653,6.243,5.6227,5.7766,5.4222,6.6073,5.9959,6.5773,6.1646,5.6851,5.0811,8.6622,4.6623,6.4734,6.3028,6.0232,4.4274,2.6456,4.2395,2.9502,4.8284,4.5433,6.6204,4.9973,7.8354,1.6955,5.6596
"SLC34A2",0,7.0078,0,2.3945,0,2.9344,2.7709,3.673,0.8233,1.5705,1.1382,0,10.895,2.3554,3.45,1.506,5.484,1.1051,0.7205,0,0,9.6632,10.4832,0,0,0,3.3397,0.6265,7.2406,4.7975,0,0,0,3.0958,0,0,2.1761,4.2016,0,0,0,2.3049,2.3136,0,0,0,0.8427,9.3521,0,1.8309,9.6125,0,0,10.8816,6.7201,9.6675,3.9751,1.6837,0,7.6122,0,3.5597,6.6295,0,0.6616,0,0,8.8143,2.5133,8.6654,3.7252,6.9911,2.3868,0,3.1953,2.2284,3.716,5.4296,1.3419,0,5.7632,3.0316,4.2089,1.6796,5.7569,5.9998,5.1721,7.3798,0,0,0,3.9094,0.5843,9.2548,1.3857,0,0,11.877,4.3568,0,6.9671,7.7195,6.0377,7.762,7.3309,8.1956,6.9719,4.8323,7.4338,6.7516,7.6793,6.4078,5.5351,5.4648,6.7005,7.4384,7.4779,6.7623,6.4038,7.4245,6.442,5.3222,7.0541,6.3259,6.5644,5.9628,7.9629,7.2003,5.3599,5.9959,5.8601,6.6007,6.6453,6.6978,5.8595,6.2203,5.3741,6.3661,7.0121,6.1785,4.977,8.2609,5.7319,6.4309,7.9202,6.579,6.9487,6.3869,9.376,6.3431
"CHI3L1",6.5258,13.9794,4.2096,10.4569,15.0038,11.6207,2.0828,5.0156,12.0723,12.4937,5.4672,9.6835,16.3573,15.8289,6.5058,7.7134,14.4479,16.484,6.3454,9.4874,5.3327,7.9478,11.1269,7.5491,17.4357,7.096,15.1678,9.9269,11.0088,14.9223,10.0136,7.9173,3.8162,10.3091,5.079,13.9131,8.998,14.525,14.4119,4.2948,7.6293,6.4361,7.62,10.2057,9.255,6.0254,12.9983,11.7764,14.4709,7.279,12.1297,12.6307,8.7112,16.5948,16.2842,12.7386,14.0476,11.2337,13.3541,12.937,6.0021,13.1165,7.6633,11.1326,12.7603,11.5405,13.2047,12.3953,12.9537,9.0884,11.5829,11.6031,12.0457,13.3096,7.1724,14.166,16.2578,4.0577,9.7427,3.9799,14.8995,6.5346,15.9244,7.412,14.1471,10.6248,13.4167,12.6631,10.161,11.9254,15.81,9.847,5.9169,13.5118,4.0288,12.5147,14.5362,11.9558,12.7406,3.3003,11.3885,11.0861,9.3344,12.2212,9.9652,12.2957,13.2565,12.9962,12.767,6.8227,14.5692,8.1536,10.9511,12.3528,12.7103,14.9792,12.5572,14.2195,12.9989,12.0038,10.3659,9.8956,14.4731,11.547,12.8908,11.2669,8.5814,12.4908,12.4799,10.5095,13.8502,8.4855,12.6491,12.8252,12.088,9.6267,12.2572,11.7947,10.4359,10.5749,8.3011,12.0262,14.1535,13.6208,13.2575,13.5452,13.1708,11.4443,12.728,12.1812
"CTNNA2",0,0,0,4.2667,0,2.4409,5.8569,0,0,0,0,4.8208,9.176,1.021,4.4181,0,6.0396,10.4269,0.7205,4.6016,4.3681,0.3461,0,0.8532,10.2817,0,0.9354,0.6265,0,8.2197,1.5193,4.5835,1.207,0,0,1.1337,3.0069,4.1238,2.6846,1.3766,1.868,3.8023,8.5567,8.7398,0,2.6205,0,8.6601,9.8958,1.8309,1.9367,0.482,0.6947,8.3736,3.7717,0,9.6735,5.1563,1.6609,0.5891,2.5233,11.9529,2.8278,3.29,10.5188,8.8155,0,5.5687,11.3878,0,0.6881,5.2165,0,0.5174,0,0.3372,0,5.3363,0.8217,5.5602,8.0441,0,11.7129,0,0,3.2722,0,2.6702,5.6774,10.0056,4.42,6.7693,1.3207,2.2138,0,9.3597,0,10.7461,2.8173,0,2.8491,0,0,1.0917,2.4021,4.6832,1.5224,0,0,0,0,0,0,0,0.8568,4.4775,0.7157,3.0807,0,0,1.7889,1.1257,1.7374,0.7314,0.8946,0,0,0,0,0,0,2.2397,0,3.7189,0,1.1286,0,0,0.8647,1.3333,2.3802,0,0,1.0109,0,4.7924,1.162,4.8789,0,0
"GABRB3",0,3.6706,0,0.6855,8.5582,2.23,1.5567,8.3218,0.8233,5.6511,1.4862,2.395,2.318,2.4936,1.0322,0,2.4715,2.4866,4.2581,0,8.4679,7.0108,7.4533,0.4887,3.5774,0,9.9299,0,1.3589,0.91,4.4896,1.8524,1.207,1.112,1.1049,1.7606,1.9318,3.9542,0,0,1.4682,3.2397,0,1.7731,0.8347,1.2657,2.3124,2.537,0.5265,7.9456,9.015,0.482,0,0,0,6.6592,0,6.7341,10.8851,1.5932,0,0,5.8152,2.3863,0,3.6814,1.5297,7.5928,4.441,9.9716,6.6704,1.8173,0,0.5174,0,1.0379,1.5962,2.4109,1.3419,11.4168,4.3694,0.8459,0,1.6796,0,5.218,1.1857,7.6292,0,0,0,2.7603,5.3018,4.119,0,0,0,0.6505,1.5927,0,8.8124,7.8568,5.7686,7.7316,5.7511,6.3197,8.791,4.941,7.5208,7.9994,9.1359,7.4878,5.1773,7.9781,6.3876,6.5537,6.6049,9.0381,6.8744,5.9746,8.6246,6.4863,8.3098,6.8969,7.7185,7.0891,8.5017,6.1799,5.0017,6.4803,2.98,5.4897,6.7577,8.1084,8.5039,4.8221,4.5671,7.6267,6.0232,8.616,8.1437,7.9835,4.6176,8.9346,4.8395,6.0346,7.1253,7.6667,6.5928,5.8742
"PDZK1IP1",10.4635,10.748,4.1339,7.2976,13.924,4.7855,13.3537,12.4594,11.9985,6.9068,4.0543,2.1401,9.9819,11.376,2.048,10.8123,11.4268,13.0019,2.9024,0,11.5289,13.7082,6.3042,1.5927,7.6591,4.1679,10.4118,10.6501,7.625,8.7657,12.5772,1.3599,9.1049,9.672,11.5824,2.1962,12.2256,7.0858,11.3245,2.5335,1.868,4.521,8.0269,3.2786,12.3456,11.9065,10.1093,12.0388,2.547,13.2368,7.268,9.1764,4.9103,6.5671,5.63,6.6494,12.6009,2.6234,1.8886,3.0983,7.5302,8.2238,5.1021,2.969,3.5201,7.0524,11.777,9.8503,5.6701,11.6368,9.9847,8.2435,8.3668,13.4436,7.3432,10.194,11.246,5.3555,11.5255,2.9002,8.105,4.931,4.7249,10.9658,3.4696,11.4964,4.6565,8.7282,4.334,0,11.1018,6.4803,9.8645,11.2267,9.5324,6.8027,2.9024,12.9085,5.7025,10.075,6.5828,8.2124,6.4206,5.7594,7.0016,11.3619,7.6335,5.6448,5.774,6.0041,8.6851,6.3002,5.3834,5.1025,6.7983,6.5537,7.5975,6.0369,6.1373,4.9691,4.4777,5.0916,8.2279,5.948,6.5111,5.3329,5.5702,6.1595,6.0545,3.2463,5.4371,5.2283,6.4949,10.7535,7.2263,6.2431,5.6256,5.4138,5.0807,5.7999,7.4384,7.6337,4.4611,5.8794,7.7167,10.1766,8.7744,9.5675,8.7832,5.5529
"SLC22A11",0,7.1337,3.681,9.9602,9.4761,6.1069,4.1561,0,7.4628,3.3309,7.9033,0.8891,10.1634,7.0414,3.3793,1.9109,4.9331,8.6864,0.7205,1.5558,3.5578,2.5558,2.6326,1.7737,7.7556,6.6405,0,10.3023,8.6069,12.0419,0,9.5644,8.5416,4.0089,1.447,8.0099,5.3115,3.5989,8.6883,0,3.7407,0,10.5717,10.4876,2.8616,3.9554,3.0251,2.3229,9.6704,6.9613,0.4895,12.3401,6.7957,12.8854,11.0529,3.8097,9.296,7.8569,2.6793,3.5348,10.9198,11.6635,5.5656,7.9552,11.4979,11.1662,7.7993,8.1121,8.0737,6.0359,6.9165,5.0059,3.2419,0,7.3432,11.8404,8.1227,1.3891,3.1168,0.9438,7.7979,5.5864,11.1218,6.2394,4.403,6.3868,2.2703,5.1801,8.0613,7.1572,9.705,8.0811,1.9985,1.2961,8.3235,12.045,6.1531,6.3558,6.1199,7.6608,4.7864,0.8559,1.7639,2.9611,6.5303,3.095,4.0805,4.0533,4.3225,2.4215,2.9303,3.3439,0.9455,4.9581,3.053,5.2462,0.7157,7.1256,3.486,4.095,4.4777,1.7502,5.6445,3.8282,6.9822,3.9524,6.299,5.1997,2.1329,3.2463,4.1483,3.8483,4.7129,6.1856,0,1.9877,2.5694,3.0154,2.099,2.2629,1.6337,2.9079,2.1257,4.8284,3.5394,4.7631,5.7933,7.0876,2.8012,4.1793
"SLC5A1",1.4434,3.6706,0.9606,0,0.594,1.6847,2.6271,1.3603,1.3441,0,1.7664,0,0.6503,0,2.2196,1.506,4.7006,0,2.2887,0,3.208,1.2361,7.4955,1.1439,0.6849,0,0,1.0619,5.9181,0.5256,3.2326,1.8524,3.1459,2.1649,0.6558,0,7.4901,6.3004,0,3.1672,0.9133,0,0.6483,0,0.477,3.8185,2.0613,0,0.9113,1.4356,6.9428,0,0.6947,5.1886,1.0391,9.551,0,1.6837,0,5.455,1.2369,0,6.6176,0,0.6616,0,1.5297,8.8192,0,3.9767,2.4002,4.8463,1.823,0,6.0504,1.0379,1.5962,2.5503,1.3419,9.9231,4.0009,2.0669,0,1.0716,0,7.173,4.7954,7.8984,0,1.0874,0,3.9094,0.999,8.433,2.8976,0.904,0,1.0972,3.3797,0.7971,7.5953,7.6455,6.7659,7.5256,7.9299,6.1628,8.3648,6.0846,7.319,7.0998,8.0761,7.3729,6.0605,6.5015,7.1092,8.4342,7.8948,7.7092,7.1888,8.4203,6.6909,6.9396,7.6813,7.3465,7.6399,7.8233,7.9782,7.6304,6.928,6.6846,8.3866,7.3905,8.0398,8.5109,8.079,6.501,6.8642,7.4034,6.9843,7.5186,6.5474,10.0057,7.7286,7.629,7.1424,7.685,6.8592,6.4734,8.6448,8.5258
"TERT",4.3769,2.5439,3.3869,2.5524,7.5106,0.7977,0.72,10.1284,9.1692,9.08,3.4865,10.0429,1.4374,1.6129,2.6381,8.7195,0.6492,2.1549,0,2.2868,0,7.4269,6.524,0.4887,8.3054,7.3075,1.4981,3.4315,5.955,7.9127,11.2232,4.9675,4.5389,3.1906,11.4048,1.7606,3.7729,0.9758,6.4749,6.1762,2.1807,4.0675,1.434,6.9179,0,0,3.5978,4.4474,0.9113,8.4708,0.8545,1.3712,12.0283,1.7173,3.0676,2.1463,2.7364,5.9929,2.4126,2.7109,3.8648,0,3.8087,5.7377,10.9917,2.6729,3.2468,1.8405,4.6717,2.0128,5.8233,3.6758,0.8844,7.2229,7.2941,3.6231,4.338,9.1896,7.0045,0.9438,2.9502,6.1853,0,3.4484,6.8055,6.5891,7.5279,7.393,3.8039,11.0025,4.1974,6.6078,6.9405,3.283,2.0792,7.306,2.9024,3.3385,4.2074,8.6493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6856,1.5215,1.1286,0.9907,0,0,0,1.6337,1.393,0,0,0,0,1.162,0.719,0,0
